paper_id,reviewer,Human_Actionability,Human_Clarity_and_Readability,Human_Comprehensiveness,Human_Constructiveness,Human_Factuality,Human_Fairness,Human_Objectivity,Human_Overall_Quality,Human_Politeness,Human_Relevance_Alignment,Human_Sentiment_Polarity,Human_Usage_of_Technical_Terms,Human_Vagueness,Qwen_Actionability,Qwen_Clarity_and_Readability,Qwen_Comprehensiveness,Qwen_Constructiveness,Qwen_Factuality,Qwen_Fairness,Qwen_Objectivity,Qwen_Overall_Quality,Qwen_Politeness,Qwen_Relevance_Alignment,Qwen_Sentiment_Polarity,Qwen_Usage_of_Technical_Terms,Qwen_Vagueness,Llama_Actionability,Llama_Clarity_and_Readability,Llama_Comprehensiveness,Llama_Constructiveness,Llama_Factuality,Llama_Fairness,Llama_Objectivity,Llama_Overall_Quality,Llama_Politeness,Llama_Relevance_Alignment,Llama_Sentiment_Polarity,Llama_Usage_of_Technical_Terms,Llama_Vagueness,GPT_Actionability,GPT_Clarity_and_Readability,GPT_Comprehensiveness,GPT_Constructiveness,GPT_Factuality,GPT_Fairness,GPT_Objectivity,GPT_Overall_Quality,GPT_Politeness,GPT_Relevance_Alignment,GPT_Sentiment_Polarity,GPT_Usage_of_Technical_Terms,GPT_Vagueness,Phi_Actionability,Phi_Clarity_and_Readability,Phi_Comprehensiveness,Phi_Constructiveness,Phi_Factuality,Phi_Fairness,Phi_Objectivity,Phi_Overall_Quality,Phi_Politeness,Phi_Relevance_Alignment,Phi_Sentiment_Polarity,Phi_Usage_of_Technical_Terms,Phi_Vagueness
172,Reviewer-Tj4q,4,4,3,4,factual,4,4,64,polite,4,positive,4,moderate,4,5,4,4,factual,5,5,85,polite,5,neutral,5,low,2.0,4.0,4.0,3.0,factual,4.0,4.0,80.0,polite,5.0,positive,3.0,none,3,4,4,3,factual,4,4,80,polite,5,positive,5,low,2,4,3,4,partially factual,3,3,75,polite,4,neutral,4,low
96,Hedi-Peterson,5,5,5,5,factual,5,5,100,polite,5,negative,5,none,5,5,4,5,factual,5,5,95,polite,5,neutral,5,none,2.0,4.0,4.0,3.0,factual,4.0,4.0,70.0,polite,4.0,neutral,3.0,none,4,4,4,4,factual,4,4,80,polite,5,positive,4,low,3,4,4,4,partially factual,4,4,85,polite,5,neutral,3,low
96,Alexander-Pico,4,5,5,5,factual,3,5,70,neutral,2,negative,5,moderate,5,5,5,5,factual,5,5,100,polite,5,positive,5,low,3.0,4.0,4.0,4.0,factual,4.0,4.0,80.0,polite,5.0,neutral,3.0,low,4,4,4,4,factual,4,4,85,polite,5,positive,5,low,3,4,4,4,factual,4,4,85,polite,5,neutral,5,low
105,Reviewer-XVP7,4,4,3,4,factual,4,4,80,neutral,3,neutral,4,low,4,4,4,4,partially factual,4,4,85,polite,5,positive,5,moderate,3.0,5.0,4.0,4.0,factual,4.0,4.0,80.0,polite,5.0,positive,5.0,none,3,4,4,3,factual,4,4,80,polite,5,positive,4,low,2,4,3,4,partially factual,3,3,75,polite,4,positive,4,low
105,Reviewer-uMA5,3,4,4,3,partially factual,3,4,75,neutral,3,neutral,4,low,4,4,4,4,partially factual,4,5,85,polite,5,neutral,5,low,2.0,4.0,4.0,3.0,partially factual,4.0,4.0,70.0,polite,4.0,neutral,3.0,low,3,4,4,3,factual,4,4,75,polite,5,neutral,4,low,3,4,3,4,partially factual,3,4,75,polite,4,neutral,4,low
105,Reviewer-q7Qn,3,4,4,3,factual,3,4,85,neutral,4,neutral,5,none,4,4,4,5,5,5,5,88,polite,5,positive,4,moderate,3.0,4.0,4.0,4.0,factual,4.0,4.0,80.0,polite,5.0,positive,5.0,none,3,4,4,3,factual,4,4,80,polite,5,positive,4,low,3,4,4,4,factual,4,4,88,polite,5,positive,5,low
105,Reviewer-fJQP,3,4,5,3,partially factual,3,4,76,neutral,4,neutral,5,none,5,4,3,5,partially factual,4,4,75,neutral,5,neutral,5,moderate,2.0,4.0,4.0,3.0,partially factual,4.0,4.0,70.0,polite,4.0,neutral,3.0,low,4,4,4,4,factual,4,4,80,polite,5,neutral,4,low,4,4,4,4,partially factual,4,3,85,polite,5,neutral,4,low
101,Reviewer-ST3b,2,4,2,2,factual,3,4,60,neutral,3,neutral,2,moderate,4,3,4,4,partially factual,4,4,75,polite,5,neutral,4,moderate,2.0,3.0,4.0,3.0,factual,4.0,4.0,70.0,polite,5.0,neutral,3.0,low,3,3,4,4,factual,4,4,80,polite,5,neutral,4,low,2,3,3,4,partially factual,3,3,70,polite,5,neutral,4,low
101,Reviewer-3fNc,2,3,3,2,unfactual,2,2,60,neutral,4,negative,2,high,3,3,3,2,partially factual,3,3,55,impolite,4,negative,4,moderate,1.0,4.0,3.0,2.0,partially factual,3.0,2.0,60.0,neutral,4.0,negative,4.0,low,2,3,3,2,partially factual,3,3,50,neutral,4,negative,3,moderate,2,4,3,2,partially factual,3,3,60,neutral,4,negative,4,low
101,Reviewer-xHLz,2,5,4,3,factual,4,4,80,polite,4,neutral,4,none,3,5,4,5,5,5,5,85,polite,5,neutral,5,low,3.0,4.0,4.0,4.0,factual,4.0,4.0,80.0,polite,5.0,neutral,3.0,none,3,4,4,3,factual,4,4,80,polite,5,positive,5,low,3,4,4,4,partially factual,4,4,85,polite,5,neutral,5,low
152,Ruth-E-Timme,4,3,4,4,factual,4,3,70,neutral,4,positive,4,low,5,5,5,5,factual,5,5,95,polite,5,positive,5,none,3.0,5.0,5.0,4.0,factual,5.0,4.0,90.0,polite,5.0,positive,4.0,none,4,5,4,5,factual,5,4,85,polite,5,positive,5,low,5,5,4,5,factual,4,4,92,polite,5,positive,5,low
152,Alfonso-Benítez-Páez,4,4,4,3,partially factual,3,3,68,neutral,4,positive,3,low,5,5,4,5,factual,5,5,95,polite,5,positive,5,none,4.0,4.0,4.0,3.0,factual,4.0,5.0,80.0,polite,4.0,positive,3.0,none,5,4,4,5,factual,4,4,85,polite,5,positive,5,low,5,4,4,5,factual,4,4,92,polite,5,positive,5,low
132,Maxime-Lefrançois,0,4,1,0,unfactual,3,1,30,polite,2,positive,3,high,3,5,5,5,factual,5,5,95,polite,5,positive,5,none,3.0,4.0,5.0,4.0,factual,5.0,5.0,80.0,polite,5.0,positive,4.0,none,2,4,4,3,factual,4,4,80,polite,5,positive,3,low,3,4,4,4,factual,4,4,85,polite,5,positive,3,low
25,Ravi-Dadlani,4,3,4,3,unfactual,3,3,70,neutral,4,positive,1,low,5,5,4,5,factual,5,5,95,polite,5,positive,5,none,3.0,4.0,4.0,4.0,factual,4.0,5.0,80.0,polite,4.0,positive,3.0,none,4,5,3,4,factual,4,4,80,polite,5,positive,4,low,3,4,3,4,factual,4,4,85,polite,5,positive,4,low
116,Reviewer-5v8y,4,4,4,4,factual,4,4,80,polite,4,neutral,4,low,4,5,4,4,partially factual,4,4,85,polite,5,neutral,5,moderate,3.0,4.0,4.0,4.0,factual,4.0,4.0,80.0,polite,5.0,positive,5.0,none,4,4,4,4,factual,4,4,85,polite,5,positive,5,low,3,4,4,4,partially factual,4,4,85,polite,5,neutral,5,low
116,Reviewer-fyNb,3,4,2,3,factual,3,2,50,neutral,3,neutral,2,low,4,4,4,4,factual,4,4,75,polite,5,neutral,5,moderate,2.0,4.0,4.0,3.0,factual,4.0,4.0,70.0,polite,4.0,neutral,3.0,none,3,4,3,3,factual,4,3,70,polite,4,positive,4,low,3,4,3,4,partially factual,4,3,78,polite,5,positive,4,low
116,Reviewer-phoh,2,4,3,3,factual,3,3,60,neutral,3,positive,3,low,4,5,4,4,factual,5,5,85,polite,5,neutral,5,low,2.0,4.0,4.0,3.0,factual,3.0,4.0,80.0,polite,5.0,positive,5.0,none,3,4,4,3,factual,4,4,75,polite,5,neutral,4,low,3,4,4,4,factual,4,4,85,polite,5,neutral,5,low
116,Reviewer-tB5V,4,4,4,4,factual,4,4,80,neutral,4,neutral,5,low,5,5,4,5,factual,5,5,90,polite,5,neutral,5,low,2.0,4.0,5.0,4.0,factual,3.0,4.0,80.0,polite,5.0,neutral,4.0,none,4,4,4,4,factual,4,4,85,polite,5,positive,5,low,5,4,4,4,factual,4,4,88,polite,5,neutral,5,low
116,Reviewer-xPiJ,3,3,3,3,factual,3,3,70,neutral,4,neutral,4,low,3,5,4,4,factual,4,4,85,polite,5,neutral,5,low,2.0,4.0,4.0,3.0,factual,4.0,4.0,70.0,polite,4.0,neutral,3.0,low,3,4,4,3,factual,4,4,80,polite,5,neutral,5,low,3,4,4,4,factual,4,4,85,polite,5,neutral,5,low
29,Brian-M-Gurbaxani,3,3,3,4,factual,4,4,70,polite,3,neutral,3,moderate,3,5,4,3,partially factual,4,4,75,polite,5,neutral,4,moderate,3.0,5.0,5.0,4.0,factual,5.0,4.0,80.0,polite,5.0,positive,4.0,none,3,4,4,3,partially factual,4,3,70,polite,5,neutral,4,low,3,4,4,4,partially factual,4,4,85,polite,5,neutral,3,low
29,José-L-Herrera-Diestra,3,4,2,3,factual,3,3,80,polite,3,positive,4,none,5,5,4,5,partially factual,5,5,85,polite,5,positive,5,low,2.0,4.0,4.0,3.0,factual,4.0,4.0,80.0,polite,5.0,positive,3.0,none,3,4,3,3,partially factual,4,3,65,polite,4,positive,3,low,3,4,3,4,partially factual,4,4,78,polite,5,neutral,4,low
26,Rajinder-K.-Sharma,2,3,3,2,partially factual,3,3,50,neutral,3,neutral,2,moderate,5,5,5,5,factual,5,5,95,polite,5,neutral,5,none,2.0,4.0,4.0,3.0,factual,4.0,4.0,80.0,polite,4.0,neutral,3.0,none,4,4,4,4,factual,4,4,80,polite,5,neutral,4,low,4,4,3,4,partially factual,3,3,75,polite,5,neutral,4,low
157,Reviewer-uRwm,4,4,3,4,factual,4,5,85,polite,4,positive,4,none,5,5,5,5,factual,5,5,92,polite,5,neutral,5,moderate,3.0,5.0,5.0,4.0,factual,4.0,4.0,80.0,polite,5.0,positive,4.0,none,4,4,4,4,factual,4,4,85,polite,5,positive,5,low,3,4,4,4,factual,4,4,85,polite,5,positive,5,low
157,Reviewer-Zg7q,1,3,2,1,partially factual,2,2,40,polite,2,positive,3,high,5,5,4,5,factual,5,5,95,polite,5,neutral,5,low,2.0,5.0,4.0,3.0,factual,4.0,4.0,80.0,polite,4.0,neutral,3.0,none,3,4,3,3,factual,4,4,70,polite,4,neutral,3,low,3,4,3,4,factual,4,4,85,polite,5,neutral,4,low
157,Reviewer-6WVQ,4,4,4,4,factual,4,4,80,polite,5,positive,5,low,5,5,4,5,factual,5,5,85,polite,5,negative,5,moderate,2.0,4.0,4.0,3.0,partially factual,4.0,3.0,60.0,polite,5.0,neutral,5.0,low,4,4,4,4,factual,4,4,85,polite,5,neutral,5,low,3,4,4,4,partially factual,4,4,85,polite,5,neutral,5,low
157,Reviewer-CYXN,4,5,4,4,factual,4,4,85,polite,4,positive,4,low,4,5,5,5,partially factual,5,5,85,polite,5,neutral,5,low,2.0,4.0,4.0,3.0,factual,3.0,4.0,80.0,polite,5.0,neutral,5.0,none,4,4,4,4,factual,5,5,85,polite,5,neutral,5,low,3,5,4,4,partially factual,4,4,85,polite,5,positive,5,low
3,Jouni-Tuominen,4,2,4,3,partially factual,4,4,70,neutral,4,neutral,4,moderate,4,5,4,4,factual,4,4,85,polite,5,positive,5,low,3.0,4.0,4.0,4.0,factual,4.0,5.0,80.0,polite,4.0,neutral,3.0,none,4,5,5,4,factual,5,5,90,polite,5,positive,5,none,3,4,4,4,factual,4,4,85,polite,5,neutral,5,low
3,Katherine-Thornton,3,5,3,3,factual,4,4,80,polite,4,positive,3,none,3,5,4,3,factual,3,4,85,polite,5,positive,5,none,4.0,5.0,5.0,4.0,factual,5.0,5.0,90.0,polite,5.0,positive,4.0,none,1,4,3,1,factual,4,3,60,polite,5,positive,4,low,3,4,4,3,factual,4,4,85,polite,5,positive,3,low
10,Reviewer-7Q1Z,2,4,4,3,partially factual,4,4,82,neutral,4,negative,4,low,4,5,4,4,factual,4,4,85,polite,5,neutral,5,low,2.0,4.0,4.0,3.0,partially factual,4.0,3.0,60.0,polite,5.0,neutral,5.0,low,4,5,5,4,factual,5,5,90,polite,5,neutral,5,low,3,4,4,4,partially factual,4,4,85,polite,5,neutral,5,low
118,Pavel-Klinov,4,4,5,3,factual,4,5,78,polite,4,neutral,3,none,5,4,5,5,factual,5,5,85,polite,5,neutral,5,none,2.0,4.0,4.0,3.0,factual,4.0,4.0,70.0,polite,5.0,neutral,3.0,low,5,4,5,5,factual,5,5,90,polite,5,neutral,5,none,3,4,4,4,partially factual,4,4,85,polite,5,neutral,5,low
52,Reviewer-eZuw,5,4,4,4,factual,4,4,90,neutral,4,neutral,4,low,5,5,5,5,factual,5,5,95,polite,5,neutral,5,low,2.0,5.0,4.0,4.0,factual,3.0,4.0,80.0,polite,5.0,neutral,5.0,low,4,5,4,4,factual,4,4,85,polite,5,positive,5,low,3,4,4,4,partially factual,4,4,85,polite,5,neutral,5,low
52,Reviewer-dey2,1,2,1,2,factual,3,3,30,neutral,4,neutral,3,moderate,3,4,4,4,partially factual,4,4,75,polite,5,neutral,5,moderate,3.0,4.0,4.0,4.0,factual,4.0,5.0,80.0,polite,4.0,positive,4.0,none,2,3,3,2,factual,3,3,60,neutral,4,positive,4,moderate,3,4,4,4,partially factual,4,3,85,polite,5,positive,4,low
52,Reviewer-mbrM,3,3,4,4,factual,3,3,75,polite,4,neutral,4,low,4,5,4,4,partially factual,4,4,80,polite,5,neutral,5,moderate,2.0,5.0,4.0,3.0,factual,3.0,4.0,80.0,polite,4.0,positive,4.0,none,3,4,4,4,factual,4,4,80,polite,5,positive,4,low,3,4,4,4,partially factual,4,3,85,polite,5,positive,4,low
52,Reviewer-qzzG,4,3,4,3,factual,3,4,60,neutral,4,neutral,4,low,4,5,4,4,factual,4,4,88,polite,5,positive,5,moderate,3.0,5.0,4.0,4.0,factual,4.0,4.0,80.0,polite,5.0,positive,5.0,none,4,4,4,4,factual,4,4,85,polite,5,neutral,5,low,3,5,4,4,factual,4,4,85,polite,5,neutral,5,low
52,Reviewer-zZT9,4,4,4,4,factual,3,4,80,neutral,4,neutral,4,low,4,4,4,4,factual,4,4,85,polite,5,neutral,5,moderate,2.0,4.0,4.0,3.0,factual,3.0,4.0,70.0,polite,4.0,neutral,4.0,low,4,4,4,4,factual,4,4,85,polite,5,neutral,5,low,3,4,4,4,partially factual,4,4,85,polite,5,neutral,5,low
145,Reviewer-AWzJ,4,4,4,4,factual,3,4,80,polite,4,neutral,4,none,4,4,4,4,partially factual,4,4,88,polite,5,neutral,5,moderate,3.0,4.0,4.0,4.0,factual,4.0,4.0,80.0,polite,5.0,positive,3.0,none,4,4,4,4,factual,4,4,85,polite,5,neutral,5,low,3,4,4,4,partially factual,4,4,85,polite,5,neutral,5,low
145,Reviewer-GFGi,4,3,4,4,factual,4,4,75,neutral,4,negative,2,moderate,5,4,4,5,factual,4,4,85,polite,5,positive,5,low,3.0,4.0,4.0,4.0,factual,4.0,4.0,80.0,polite,5.0,neutral,3.0,none,4,4,4,4,factual,4,4,85,polite,5,positive,5,low,4,3,4,4,partially factual,4,3,85,polite,5,neutral,3,low
145,Reviewer-YzNF,3,4,3,4,partially factual,4,4,75,polite,4,neutral,4,low,4,5,4,4,factual,4,4,88,polite,5,neutral,5,none,3.0,4.0,4.0,4.0,factual,4.0,4.0,80.0,polite,5.0,neutral,3.0,low,4,4,4,4,factual,4,4,85,polite,5,positive,5,low,5,5,4,4,partially factual,4,4,85,polite,5,neutral,5,low
196,Reviewer-FpNc,3,5,3,3,partially factual,5,4,60,neutral,4,neutral,5,none,3,4,3,3,partially factual,3,3,65,polite,4,neutral,4,moderate,3.0,4.0,4.0,3.0,factual,4.0,4.0,80.0,polite,4.0,positive,3.0,none,2,3,3,2,factual,3,3,60,neutral,4,neutral,4,moderate,2,4,3,3,partially factual,3,3,65,polite,4,neutral,4,low
196,Reviewer-MuxB,5,5,5,4,factual,5,5,80,polite,5,neutral,5,none,4,4,4,4,5,5,5,85,polite,5,neutral,5,low,3.0,4.0,4.0,4.0,factual,4.0,4.0,80.0,polite,5.0,positive,3.0,none,3,4,3,3,factual,4,4,75,polite,4,positive,4,low,3,4,4,4,factual,4,4,85,polite,5,positive,5,low
196,Reviewer-7Mby,2,5,3,1,factual,4,3,45,polite,4,neutral,5,low,3,5,5,4,5,5,5,75,5,5,negative,5,low,2.0,5.0,4.0,3.0,factual,4.0,4.0,60.0,polite,4.0,positive,3.0,none,3,5,4,3,factual,4,4,75,polite,5,neutral,4,low,3,4,4,4,factual,4,4,85,polite,5,neutral,4,low
196,Reviewer-AkjD,5,4,4,4,factual,5,5,70,polite,5,neutral,5,none,4,5,4,4,factual,5,5,85,polite,5,neutral,5,low,3.0,4.0,4.0,4.0,factual,4.0,4.0,80.0,polite,5.0,positive,3.0,none,3,4,4,3,factual,4,4,80,polite,5,positive,4,low,2,4,3,3,factual,3,4,78,polite,5,positive,4,low
196,Reviewer-qH2g,0,5,2,0,partially factual,4,4,30,neutral,3,negative,3,none,3,4,4,3,partially factual,4,4,75,polite,5,positive,5,moderate,3.0,4.0,4.0,4.0,factual,4.0,4.0,80.0,polite,4.0,positive,3.0,none,2,4,3,3,factual,3,3,65,polite,4,positive,4,low,2,4,3,4,partially factual,3,3,75,polite,5,positive,4,low
48,Sergio-Luis-Náñez-Alonso,5,5,5,5,factual,5,5,95,polite,5,positive,5,none,5,5,4,5,factual,5,5,95,polite,5,positive,5,none,3.0,5.0,5.0,4.0,factual,5.0,5.0,80.0,polite,5.0,positive,4.0,none,4,5,4,4,factual,4,4,85,polite,5,positive,4,low,3,4,4,4,factual,4,4,85,polite,5,positive,3,low
48,Rekha-Pillai,5,5,5,4,factual,5,5,75,polite,5,positive,4,low,5,5,4,5,factual,5,5,92,polite,5,positive,5,low,3.0,5.0,5.0,4.0,factual,5.0,5.0,80.0,polite,5.0,positive,4.0,none,4,4,4,4,factual,4,4,80,polite,5,positive,3,low,3,4,4,4,factual,4,4,85,polite,5,positive,3,low
45,Elizabeth-A.-Stokes,4,5,4,4,factual,4,5,90,polite,5,positive,4,none,4,5,4,4,factual,5,5,85,polite,5,neutral,5,none,3.0,5.0,5.0,4.0,factual,5.0,5.0,90.0,polite,5.0,neutral,4.0,none,4,5,4,4,factual,5,5,85,polite,5,positive,5,low,3,4,4,4,factual,4,5,85,polite,5,neutral,5,low
45,David-Mark-Epstein,2,4,2,2,partially factual,3,2,60,polite,3,positive,3,moderate,3,5,3,3,partially factual,4,4,65,polite,4,neutral,4,moderate,3.0,5.0,5.0,4.0,factual,5.0,5.0,80.0,polite,5.0,neutral,4.0,none,2,4,3,3,factual,4,4,70,polite,4,positive,4,low,3,4,4,4,partially factual,4,4,85,polite,5,neutral,3,low
87,Setya-Haksama,3,3,2,2,partially factual,2,2,25,neutral,2,negative,2,moderate,4,4,3,4,partially factual,4,4,65,polite,4,negative,3,low,2.0,4.0,4.0,3.0,factual,4.0,4.0,70.0,polite,4.0,neutral,3.0,low,3,3,3,3,partially factual,3,3,60,neutral,4,neutral,3,moderate,3,4,3,4,partially factual,3,4,75,polite,4,neutral,4,low
87,Mohamed-Adil-AA,2,3,2,2,partially factual,3,3,35,polite,3,positive,3,low,3,5,4,4,partially factual,4,4,80,polite,5,positive,3,moderate,3.0,5.0,5.0,4.0,factual,5.0,5.0,90.0,polite,5.0,positive,4.0,none,2,4,3,2,factual,4,3,60,polite,4,positive,3,moderate,2,4,3,3,factual,3,4,75,polite,5,positive,4,low
87,Arutselvi-Devarajan,4,4,4,4,factual,3,3,60,polite,4,positive,4,low,4,5,4,5,5,5,5,85,5,5,5,4,3,3.0,5.0,5.0,4.0,factual,5.0,5.0,80.0,polite,5.0,positive,4.0,none,4,5,4,4,factual,5,4,85,polite,5,positive,4,low,3,4,4,4,partially factual,4,4,85,polite,5,neutral,3,low
6,Reviewer-ALvG,2,2,2,2,partially factual,3,3,40,neutral,4,neutral,3,moderate,4,4,4,4,partially factual,5,5,80,polite,5,neutral,5,moderate,2.0,4.0,4.0,4.0,factual,3.0,4.0,80.0,polite,5.0,positive,5.0,none,3,4,4,3,factual,4,4,75,polite,5,neutral,4,low,2,4,3,3,partially factual,3,4,75,polite,4,neutral,4,low
6,Reviewer-2kB4,3,4,2,3,partially factual,4,3,60,polite,4,neutral,4,low,2,3,3,2,partially factual,4,4,55,polite,5,neutral,4,moderate,2.0,4.0,4.0,3.0,factual,3.0,4.0,80.0,polite,5.0,neutral,5.0,none,2,3,3,2,partially factual,3,3,60,neutral,4,neutral,4,moderate,2,4,3,3,partially factual,3,3,65,polite,4,neutral,4,low
6,Reviewer-7LW7,4,4,5,4,partially factual,4,4,90,polite,4,neutral,4,none,4,5,4,4,partially factual,4,4,88,polite,5,neutral,5,moderate,3.0,4.0,4.0,4.0,factual,4.0,4.0,80.0,polite,5.0,positive,3.0,none,3,4,4,3,factual,4,4,80,polite,5,neutral,5,low,3,4,4,4,partially factual,4,4,85,polite,5,neutral,5,low
6,Reviewer-rgXX,3,4,4,3,factual,4,3,65,polite,4,neutral,5,low,3,5,4,4,factual,5,5,85,polite,5,neutral,5,low,2.0,4.0,4.0,3.0,factual,4.0,4.0,80.0,polite,5.0,neutral,3.0,none,3,4,3,3,factual,4,4,70,neutral,4,neutral,4,low,2,4,3,4,partially factual,3,3,75,polite,5,neutral,4,low
193,Nitin-Liladhar-Rane,1,1,2,3,unfactual,3,2,50,neutral,1,neutral,2,high,2,5,4,2,factual,4,3,70,polite,5,positive,5,none,3.0,5.0,5.0,4.0,factual,5.0,5.0,90.0,polite,5.0,positive,4.0,none,1,4,3,2,factual,4,4,60,polite,4,positive,3,low,3,4,4,3,factual,4,4,85,polite,5,positive,3,low
8,Reviewer-aJpk,3,4,4,4,partially factual,4,3,77,neutral,3,neutral,3,low,4,4,4,4,factual,4,4,85,polite,4,neutral,5,moderate,4.0,4.0,4.0,3.0,factual,4.0,4.0,80.0,polite,4.0,neutral,3.0,low,5,4,4,5,factual,4,4,85,polite,5,neutral,5,low,3,4,4,4,factual,4,4,85,polite,5,positive,5,low
8,Reviewer-oy34,5,4,5,5,factual,3,4,90,neutral,4,neutral,4,none,5,5,5,5,5,5,5,95,polite,5,neutral,5,none,4.0,4.0,3.0,3.0,partially factual,3.0,2.0,60.0,polite,4.0,neutral,4.0,low,5,5,5,5,factual,5,5,95,polite,5,neutral,5,none,3,4,4,4,partially factual,4,4,85,polite,5,neutral,5,low
8,Reviewer-GDYQ,2,3,3,3,partially factual,4,3,78,neutral,4,neutral,3,low,4,4,3,4,partially factual,4,4,75,polite,5,neutral,4,moderate,3.0,4.0,4.0,4.0,factual,4.0,4.0,80.0,polite,5.0,positive,3.0,low,3,4,4,3,factual,4,4,80,polite,5,positive,4,low,4,4,3,4,partially factual,3,3,78,polite,4,neutral,4,low
8,Reviewer-4ZaS,3,3,3,3,partially factual,2,4,50,neutral,3,neutral,3,moderate,4,4,4,4,partially factual,4,4,85,polite,5,neutral,5,moderate,3.0,4.0,4.0,4.0,factual,4.0,4.0,80.0,polite,4.0,neutral,3.0,low,3,3,3,3,factual,4,3,70,polite,4,positive,4,moderate,4,4,3,4,partially factual,3,3,78,polite,5,positive,4,low
38,Reviewer-vqBu,2,1,2,2,partially factual,4,3,40,polite,3,neutral,4,high,4,5,4,4,factual,5,5,85,polite,5,positive,5,none,3.0,4.0,4.0,4.0,factual,4.0,4.0,80.0,polite,5.0,positive,5.0,none,3,4,3,4,factual,4,4,75,polite,5,positive,4,low,3,4,3,4,factual,3,4,78,polite,5,neutral,4,low
38,Reviewer-3sWQ,1,2,2,0,unfactual,3,0,33,neutral,3,negative,0,extreme,3,4,4,3,partially factual,3,4,65,neutral,5,negative,5,low,2.0,4.0,4.0,3.0,factual,4.0,4.0,70.0,polite,4.0,positive,3.0,none,2,3,3,2,factual,3,3,60,neutral,4,neutral,4,low,2,4,3,3,partially factual,3,3,70,polite,4,neutral,4,low
38,Reviewer-pTVu,4,4,2,4,partially factual,3,3,70,polite,4,neutral,4,moderate,5,5,4,5,5,5,5,90,5,5,5,5,1,2.0,4.0,4.0,4.0,factual,3.0,4.0,80.0,polite,5.0,positive,5.0,none,3,4,4,4,factual,4,4,80,polite,5,positive,5,low,3,4,4,4,partially factual,4,4,85,polite,5,positive,5,low
38,Reviewer-CnQu,4,4,2,3,partially factual,3,3,70,polite,4,neutral,4,high,4,4,4,4,factual,4,4,75,polite,5,neutral,4,moderate,2.0,4.0,4.0,3.0,factual,4.0,4.0,70.0,polite,4.0,neutral,3.0,none,3,4,4,3,factual,4,4,75,polite,5,neutral,4,low,2,4,3,3,partially factual,3,3,70,polite,4,neutral,4,low
107,Reviewer-PbML,3,4,3,3,factual,3,3,60,polite,4,neutral,3,low,4,4,4,4,factual,5,5,80,neutral,5,neutral,5,none,2.0,4.0,4.0,3.0,partially factual,4.0,4.0,70.0,polite,4.0,neutral,3.0,low,3,4,4,3,partially factual,3,3,70,polite,4,neutral,4,low,2,4,3,3,partially factual,3,3,65,polite,4,neutral,4,low
107,Reviewer-PggN,3,4,4,3,factual,3,3,65,neutral,4,negative,4,low,5,5,5,5,factual,5,5,95,polite,5,neutral,5,none,3.0,5.0,4.0,4.0,partially factual,4.0,4.0,80.0,polite,4.0,neutral,3.0,low,4,4,4,4,factual,4,4,85,polite,5,neutral,5,low,3,4,4,4,partially factual,4,4,85,polite,5,neutral,4,low
107,Reviewer-X6yV,4,5,4,4,factual,3,4,80,polite,5,positive,4,low,4,4,4,4,factual,4,4,82,polite,5,neutral,5,low,3.0,4.0,4.0,3.0,factual,4.0,4.0,70.0,polite,4.0,neutral,3.0,none,4,5,4,4,factual,4,4,85,polite,5,neutral,4,low,3,4,4,4,partially factual,4,4,85,polite,5,neutral,3,low
107,Reviewer-bqw2,1,2,1,0,unfactual,1,1,20,neutral,2,negative,2,extreme,3,5,3,3,partially factual,3,3,65,polite,5,neutral,4,moderate,2.0,5.0,4.0,3.0,factual,4.0,4.0,70.0,polite,4.0,neutral,3.0,none,1,3,2,1,partially factual,2,2,2,neutral,3,neutral,2,high,2,4,3,2,partially factual,4,3,60,polite,4,neutral,2,moderate
66,Reviewer-ocxo,4,4,4,4,factual,4,4,85,polite,4,negative,4,low,4,4,3,4,partially factual,4,4,80,polite,5,neutral,4,moderate,2.0,4.0,4.0,3.0,partially factual,4.0,4.0,70.0,polite,4.0,neutral,3.0,low,4,4,4,4,factual,4,4,80,polite,5,neutral,4,low,3,4,4,4,partially factual,4,4,85,polite,5,neutral,4,low
66,Reviewer-U9CF,4,4,4,4,factual,4,4,80,polite,4,negative,4,low,4,4,4,4,partially factual,4,4,88,polite,5,neutral,5,moderate,2.0,4.0,4.0,3.0,factual,4.0,4.0,70.0,polite,4.0,neutral,3.0,low,4,4,4,4,factual,4,4,85,polite,5,neutral,5,low,3,4,4,4,partially factual,4,4,85,polite,5,neutral,3,low
66,Reviewer-U7ws,4,4,4,4,factual,4,4,80,polite,4,negative,4,low,5,4,4,5,factual,5,5,88,polite,5,neutral,5,none,2.0,5.0,4.0,3.0,factual,3.0,4.0,80.0,polite,4.0,neutral,5.0,low,4,4,4,4,factual,5,5,85,polite,5,neutral,5,low,4,4,4,5,partially factual,4,4,85,polite,5,neutral,5,low
66,Reviewer-QqHJ,3,4,3,3,factual,3,4,70,polite,4,negative,3,low,5,4,4,5,factual,5,5,88,polite,5,neutral,5,low,2.0,4.0,4.0,3.0,factual,4.0,4.0,70.0,polite,4.0,neutral,3.0,low,3,3,4,3,factual,4,4,75,neutral,5,neutral,5,low,2,4,3,4,partially factual,3,3,70,polite,4,neutral,4,low
